title,genre_names,vote_average,vote_count,popularity
Carlito's Way,"Action, Crime, Drama, Thriller",7.7,805.0,8.698509
City Slickers II: The Legend of Curly's Gold,"Action, Comedy, Drama, Western",4.9,103.0,8.605703
Clean Slate,"Comedy, Thriller, Mystery",5.7,25.0,2.724621
Cliffhanger,"Action, Adventure, Thriller",6.1,600.0,9.830853
Coneheads,"Comedy, Science Fiction, Family",4.8,228.0,10.722729
Color of Night,"Drama, Mystery, Romance, Thriller",5.4,117.0,14.228963
Cops & Robbersons,"Action, Comedy, Family",5.0,36.0,7.042878
The Cowboy Way,"Western, Action, Comedy",5.1,38.0,4.286279
Dangerous Game,Drama,5.4,9.0,2.70097
Dave,Comedy,6.3,205.0,13.696394
Dazed and Confused,"Comedy, Drama",7.4,588.0,6.8652
Demolition Man,"Crime, Action, Science Fiction",6.4,1018.0,11.626116
The Endless Summer 2,Documentary,7.1,12.0,0.408159
Even Cowgirls Get the Blues,"Western, Drama, Comedy, Romance",4.2,29.0,2.970724
Fatal Instinct,Comedy,5.4,37.0,3.555139
Farewell My Concubine,Drama,7.8,98.0,4.875827
The Favor,"Drama, Comedy, Romance",3.3,6.0,1.344876
Fearless,Drama,6.8,80.0,9.284624
Fear of a Black Hat,Comedy,5.8,11.0,0.985441
With Honors,"Comedy, Drama",6.1,54.0,2.969003
Flesh and Bone,"Drama, Mystery, Romance",6.2,22.0,1.896869
Widows' Peak,"Comedy, Thriller, Mystery, Romance, Foreign",4.3,3.0,0.409427
For Love or Money,"Comedy, Romance",5.7,77.0,8.468869
The Firm,"Drama, Mystery, Thriller",6.6,513.0,9.678367
Free Willy,"Family, Adventure",6.0,429.0,5.990572
Fresh,"Crime, Drama, Thriller",7.6,56.0,3.970215
The Fugitive,"Adventure, Action, Thriller, Crime, Mystery",7.2,1240.0,10.08937
Geronimo: An American Legend,"History, Action, Drama, Western",5.9,44.0,4.653462
The Getaway,"Drama, Action, Thriller",5.4,81.0,14.214403
Getting Even with Dad,"Family, Comedy, Crime",4.5,43.0,2.410545
Go Fish,"Drama, Romance",3.9,5.0,0.775898
A Good Man in Africa,"Comedy, Drama",5.2,11.0,5.22583
Guilty as Sin,"Drama, Thriller",5.6,21.0,5.385108
Hard Target,"Action, Adventure, Crime, Thriller",6.1,237.0,7.834351
Heaven & Earth,"History, War, Action, Drama",6.4,51.0,4.190541
Hot Shots! Part Deux,"Action, Comedy, War",6.2,463.0,13.482371
Live Nude Girls,Comedy,4.7,12.0,2.138959
The Englishman Who Went Up a Hill But Came Down a Mountain,"Drama, Comedy, Romance",6.1,83.0,5.331753
The House of the Spirits,"Romance, Drama",6.7,135.0,10.687795
House Party 3,Comedy,4.6,11.0,0.996047
The Hudsucker Proxy,"Comedy, Drama",7.1,280.0,7.550545
I'll Do Anything,"Comedy, Drama",5.7,18.0,1.742974
In the Army Now,Comedy,4.7,54.0,6.071466
In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",6.8,392.0,12.637158
In the Name of the Father,Drama,7.6,363.0,7.405895
The Inkwell,"Comedy, Drama, Romance",3.9,5.0,0.613335
What's Love Got to Do with It,"Drama, Music",6.9,75.0,14.820883
Jimmy Hollywood,Comedy,4.6,17.0,4.563989
Judgment Night,"Action, Thriller, Crime",6.4,79.0,5.538671
Jurassic Park,"Adventure, Science Fiction",7.6,4956.0,8.863776
Kalifornia,"Thriller, Crime",6.5,209.0,8.4337
Killing Zoe,"Action, Crime, Drama, Thriller",6.1,111.0,4.948569
King of the Hill,Drama,6.4,33.0,4.375347
Lassie,"Action, Adventure, Drama, Family",6.1,54.0,3.645342
Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",6.1,725.0,9.434006
Life With Mikey,"Comedy, Family",5.1,24.0,6.446229
Lightning Jack,"Action, Comedy, Western",5.7,40.0,2.913584
M. Butterfly,"Drama, Romance",6.6,35.0,6.516976
Made in America,Comedy,5.3,86.0,5.43085
Malice,"Drama, Crime",5.9,105.0,9.861672
The Man without a Face,Drama,6.2,125.0,5.997712
Manhattan Murder Mystery,"Comedy, Mystery",7.1,169.0,8.939404
Menace II Society,"Drama, Action, Crime",7.2,179.0,5.260924
Executive Decision,"Action, Adventure, Drama, Thriller",5.8,261.0,13.106291
In the Realm of the Senses,"Drama, Romance",6.5,112.0,8.932494
What Happened Was...,"Thriller, Comedy, Drama, Romance",7.0,7.0,0.534606
Much Ado About Nothing,"Drama, Comedy, Romance",7.2,194.0,8.62724
Mr. Jones,"Drama, Romance",5.9,35.0,6.579753
Mr. Wonderful,"Comedy, Romance",5.5,11.0,13.011091
Mrs. Doubtfire,"Comedy, Drama, Family",7.0,1638.0,11.16553
Naked,"Comedy, Drama",7.5,105.0,8.665198
The Next Karate Kid,Adventure,4.8,202.0,9.9697
The New Age,"Comedy, Drama",4.8,5.0,0.596207
No Escape,"Action, Drama, Science Fiction, Thriller",6.1,86.0,9.715187
North,"Comedy, Drama, Family, Fantasy, Science Fiction",4.8,67.0,15.534707
Orlando,"Romance, Drama, Fantasy",6.7,53.0,3.800785
A Perfect World,"Crime, Drama, Thriller",7.2,376.0,8.040589
Philadelphia,Drama,7.6,1019.0,13.373006
The Piano,"Drama, Romance",7.1,290.0,7.436758
Poetic Justice,"Drama, Romance",6.9,47.0,6.972599
The Program,Drama,6.0,28.0,3.199976
The Puppet Masters,"Horror, Science Fiction, Thriller",5.6,41.0,7.272296
Radioland Murders,"Comedy, Crime, Drama, Music, Mystery, Romance",5.8,12.0,8.506727
The Ref,Comedy,6.7,99.0,5.868677
The Remains of the Day,"Drama, Romance",7.5,213.0,12.222576
Renaissance Man,"Comedy, War",5.9,83.0,4.985157
Rising Sun,"Action, Drama, Thriller",5.8,188.0,6.279082
The Road to Wellville,"Comedy, Romance",5.5,43.0,3.416181
RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",4.2,309.0,8.685798
Robin Hood: Men in Tights,Comedy,6.4,575.0,17.136672
Romeo Is Bleeding,"Action, Crime, Drama, Thriller",5.7,36.0,9.796318
Romper Stomper,"Action, Drama, Thriller",6.6,126.0,5.157926
Ruby in Paradise,"Drama, Romance",5.6,10.0,0.941994
Rudy,Drama,7.2,187.0,5.914833
The Saint of Fort Washington,Drama,4.0,5.0,1.065843
Savage Nights,Drama,6.2,11.0,1.031556
Schindler's List,"Drama, History, War",8.3,4436.0,41.725123
The Scout,"Comedy, Drama",5.3,37.0,5.715608
Searching for Bobby Fischer,Drama,7.3,100.0,12.048587
Second Best,Drama,5.9,8.0,0.882596
The Secret Garden,"Drama, Family, Fantasy",7.1,232.0,6.499523
Serial Mom,"Comedy, Crime, Horror, Thriller",6.4,137.0,5.305311
The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",5.4,140.0,7.881107
Shadowlands,"Drama, Romance",6.8,61.0,2.96586
Short Cuts,"Comedy, Drama",6.9,136.0,8.829337
A Simple Twist of Fate,"Drama, Family",5.7,26.0,4.13516
Sirens,"Comedy, Drama",5.2,31.0,2.86213
Six Degrees of Separation,"Mystery, Drama, Comedy",6.5,75.0,8.730025
Sleepless in Seattle,"Comedy, Drama, Romance",6.5,630.0,10.234919
Sliver,"Drama, Thriller",4.9,144.0,11.23297
Blade Runner,"Science Fiction, Drama, Thriller",7.9,3833.0,96.272374
Son in Law,"Comedy, Drama, Romance",5.6,81.0,9.122718
So I Married an Axe Murderer,"Comedy, Crime, Romance",6.1,131.0,8.051914
Striking Distance,"Crime, Action, Mystery, Thriller",5.4,223.0,13.390917
Harem,"History, Drama, Romance",4.0,4.0,1.825468
Super Mario Bros.,"Adventure, Comedy, Family, Fantasy",4.0,236.0,7.198455
Surviving the Game,"Action, Adventure, Thriller, Crime",6.1,53.0,3.644641
Terminal Velocity,"Action, Thriller",5.0,82.0,8.012225
Thirty Two Short Films About Glenn Gould,"Drama, Music",7.4,9.0,0.873068
Threesome,"Comedy, Drama, Family, Romance",6.3,57.0,10.82236
The Nightmare Before Christmas,"Fantasy, Animation, Family",7.6,2135.0,17.730913
The Three Musketeers,"Action, Adventure, Comedy",6.2,219.0,6.34785
Tombstone,"Action, Adventure, Drama, History, Western",7.4,632.0,11.338194
Trial by Jury,"Drama, Action, Thriller",5.5,5.0,0.85586
True Romance,"Action, Thriller, Crime, Romance",7.5,762.0,17.189328
The War Room,"Documentary, History",7.3,19.0,1.273617
The Pagemaster,"Fantasy, Science Fiction, Family, Animation",6.2,178.0,7.436001
"Paris, France","Drama, Comedy",6.0,2.0,0.741522
"The Beans of Egypt, Maine",,0.0,1.0,0.38247
Killer,"Thriller, Drama, Romance",3.0,2.0,0.422224
Welcome to the Dollhouse,"Comedy, Drama",6.9,103.0,5.14056
Germinal,"Drama, Romance",6.3,43.0,2.759302
Chasers,"Comedy, Romance",4.7,22.0,9.85327
Cronos,"Drama, Horror, Thriller",6.4,153.0,5.513024
Naked in New York,"Comedy, Romance",4.0,3.0,0.449733
Kika,"Comedy, Drama",6.8,58.0,3.647321
Bhaji on the Beach,"Comedy, Drama",5.1,10.0,0.441585
Little Big League,"Comedy, Family",6.0,20.0,1.960563
The Slingshot,Drama,6.2,10.0,1.764582
Wide Eyed and Legless,"TV Movie, Drama, Romance, Comedy",0.0,0.0,0.00015
Foreign Student,"Drama, Romance",0.0,0.0,0.002789
"Ciao, Professore!","Comedy, Foreign",7.2,74.0,3.456868
Spanking the Monkey,"Comedy, Drama",5.3,29.0,2.799575
The Little Rascals,"Romance, Comedy, Family",6.3,214.0,6.707109
À la mode,Comedy,0.0,0.0,8.2e-05
Andre,"Drama, Family, Adventure",5.0,31.0,3.139316
The Escort,"Thriller, Crime, Drama",5.0,5.0,0.046196
Princess Caraboo,"Comedy, Drama, History, Mystery",4.4,5.0,1.943323
The Celluloid Closet,"History, Documentary",7.0,24.0,6.784687
Café au Lait,"Drama, Comedy, Romance, Foreign",6.8,4.0,1.040873
Dear Diary,"Comedy, Drama",6.9,46.0,2.904734
I Don't Want to Talk About It,"Romance, Drama",6.0,1.0,1.213481
The Brady Bunch Movie,Comedy,5.9,87.0,4.233092
Home Alone,"Comedy, Family",7.1,2487.0,0.702543
Ghost,"Fantasy, Drama, Thriller, Mystery, Romance",6.9,1381.0,11.945397
Aladdin,"Animation, Family, Comedy, Adventure, Fantasy, Romance",7.4,3495.0,16.357419
Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",7.7,4274.0,22.661695
Dances with Wolves,"Adventure, Drama, Western",7.6,1084.0,11.654349
Tough and Deadly,"Thriller, Action, Drama",6.3,4.0,0.426887
Batman,"Fantasy, Action",7.0,2145.0,19.10673
The Silence of the Lambs,"Crime, Drama, Thriller",8.1,4549.0,4.307222
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",6.9,1973.0,16.263878
Beauty and the Beast,"Romance, Family, Animation, Fantasy, Music",7.5,3029.0,23.433511
Pinocchio,"Animation, Family",6.9,1412.0,14.202284
Pretty Woman,"Romance, Comedy",7.0,1807.0,13.348451
Window to Paris,"Comedy, Drama, Fantasy",6.0,6.0,0.345748
The Wild Bunch,"Adventure, Western",7.7,266.0,11.722424
Love and a .45,"Crime, Thriller",5.5,15.0,3.40523
The Wooden Man's Bride,"Drama, Foreign, Romance",6.5,1.0,0.088451
A Great Day in Harlem,,7.0,2.0,0.076352
Bye Bye Love,"Comedy, Romance",6.1,20.0,2.47308
One Fine Day,"Comedy, Romance",6.1,160.0,7.009946
Candyman: Farewell to the Flesh,Horror,5.0,64.0,4.983552
Century,"Romance, Drama",5.0,1.0,1.461029
Fargo,"Crime, Drama, Thriller",7.7,2080.0,12.61469
Homeward Bound II: Lost in San Francisco,"Adventure, Comedy, Drama, Family",6.0,105.0,14.657754
Heavy Metal,"Animation, Science Fiction",6.3,150.0,7.640073
Hellraiser: Bloodline,"Horror, Thriller, Science Fiction",4.9,111.0,5.263187
The Pallbearer,"Comedy, Romance",4.6,30.0,8.174116
Jane Eyre,"Drama, Romance",7.1,51.0,2.420301
Loaded,"Drama, Mystery, Thriller",4.0,3.0,0.618066
Bread and Chocolate,"Comedy, Foreign",7.1,10.0,1.306628
The Aristocats,"Animation, Comedy, Family, Adventure",7.1,1287.0,9.834047
The Flower of My Secret,"Drama, Romance",6.9,43.0,2.286788
Two Much,"Comedy, Romance",5.1,24.0,1.620174
Ed,"Comedy, Family",3.6,24.0,5.174212
Scream of Stone,"Adventure, Drama, Documentary",7.5,4.0,0.736081
My Favorite Season,Drama,6.4,4.0,0.516924
A Modern Affair,,5.0,1.0,0.173207
Condition Red,"Thriller, Action, Drama",4.7,3.0,0.793932
Halfaouine: Boy of the Terraces,"Comedy, Drama",7.4,5.0,1.983301
A Thin Line Between Love and Hate,"Comedy, Thriller, Crime, Romance",5.7,15.0,2.256747
The Last Supper,"Comedy, Thriller, Crime, Drama",6.5,82.0,4.619915
Primal Fear,"Crime, Drama, Mystery, Thriller",7.4,644.0,10.326213
Rude,,6.0,1.0,0.065827
Carried Away,"Drama, Romance",5.4,5.0,1.67218
All Dogs Go to Heaven 2,"Romance, Animation, Family, Adventure, Fantasy",5.0,50.0,5.028897
Land and Freedom,"Drama, History, War, Romance",7.0,53.0,6.144235
Denise Calls Up,Comedy,6.6,5.0,0.466476
Theodore Rex,"Fantasy, Science Fiction, Family",3.6,17.0,2.583686
A Family Thing,"Comedy, Drama",5.6,14.0,6.207993
Frisk,"Drama, Thriller",3.0,3.0,0.319215
Sgt. Bilko,"Comedy, Family",5.5,96.0,5.70904
Jack & Sarah,"Comedy, Drama, Romance",5.1,10.0,1.523446
Girl 6,Comedy,5.7,17.0,4.405169
Diabolique,"Drama, Horror, Mystery, Thriller",5.4,74.0,4.530079
"Little Indian, Big City","Adventure, Drama, Comedy, Family",6.0,145.0,4.728163
Roula,"Romance, Drama",5.0,1.0,0.149157
Peanuts – Die Bank zahlt alles,Comedy,4.0,1.0,0.066123
Happy Weekend,Comedy,0.0,0.0,0.002229
Nelly and Monsieur Arnaud,"Drama, Romance",7.1,16.0,1.784647
Courage Under Fire,"Drama, Thriller, Mystery, War",6.2,240.0,11.595316
Mission: Impossible,"Adventure, Action, Thriller",6.7,2677.0,15.793477
Cold Fever,"Drama, Comedy",7.7,6.0,0.494977
Moll Flanders,"Drama, Romance",6.2,19.0,2.337263
The Superwife,Comedy,5.3,7.0,0.821299
"301, 302","Horror, Mystery, Thriller",6.2,10.0,0.396626
DragonHeart,Fantasy,6.4,553.0,23.63659
Und keiner weint mir nach,Drama,0.0,0.0,0.439989
My Mother's Courage,Drama,0.0,0.0,0.622885
Eddie,"Action, Comedy",5.4,46.0,3.09233
Yankee Zulu,"Drama, Comedy",6.0,4.0,1.558066
Billy's Holiday,,0.0,0.0,0.002444
Purple Noon,"Crime, Drama, Thriller",7.3,73.0,3.804493
August,"Romance, Comedy, Drama",5.3,3.0,0.987434
James and the Giant Peach,"Adventure, Animation, Family",6.2,375.0,13.217623
Fear,"Drama, Thriller, Romance",6.1,157.0,6.954926
Kids in the Hall: Brain Candy,Comedy,5.9,26.0,2.299851
Faithful,"Comedy, Crime, Drama",4.8,4.0,1.296862
Underground,"War, Drama, Comedy",7.5,143.0,14.587894
All Things Fair,"War, Drama, Romance",6.1,23.0,3.582047
Bloodsport II,"Action, Thriller",5.2,23.0,3.085207
Pather Panchali,Drama,7.9,63.0,3.900709
The World of Apu,Drama,8.2,40.0,2.381806
Mystery Science Theater 3000: The Movie,"Comedy, Science Fiction",7.0,71.0,2.985163
Tarantella,,0.0,0.0,0.001662
Space Jam,"Animation, Comedy, Drama, Family, Fantasy",6.5,1335.0,11.054251
Barbarella,Science Fiction,5.7,149.0,14.304205
Hostile Intentions,"Thriller, Action, Drama",8.0,1.0,0.062388
They Bite,"Comedy, Horror, Science Fiction",5.5,1.0,0.466991
Some Folks Call It a Sling Blade,"Drama, Thriller",7.5,8.0,0.459376
The Run of the Country,"Drama, Romance",8.0,2.0,0.117662
Alphaville,"Drama, Science Fiction, Mystery",6.8,100.0,4.658149
Coup de Torchon,Drama,6.8,21.0,2.272213
Tigrero: A Film That Was Never Made,"Documentary, Foreign",7.5,4.0,0.18343
The Eye of Vichy,,0.0,0.0,0.004117
Windows,"Horror, Drama, Thriller",5.8,9.0,0.400023
It's My Party,Drama,6.2,9.0,2.791667
Country Life,"Drama, Romance",8.0,1.0,0.487357
Operation Dumbo Drop,"Action, Adventure, Comedy, Family",4.7,37.0,4.357971
The Promise,"Drama, Romance",5.0,1.0,0.122178
Mrs. Winterbourne,"Comedy, Romance, Drama",5.5,26.0,9.1861
Solo,"Action, Adventure, Science Fiction, Thriller",3.9,18.0,1.899069
Under The Domim Tree,"Drama, Foreign",6.5,2.0,0.71066
The Substitute,"Action, Thriller",5.8,60.0,10.68537
True Crime,"Crime, Mystery, Thriller",5.1,7.0,1.217249
Butterfly Kiss,"Crime, Drama, Romance, Thriller",7.4,5.0,0.877853
Feeling Minnesota,"Action, Comedy, Drama, Thriller",5.5,29.0,10.298582
Delta of Venus,"Drama, Romance",3.3,5.0,1.099187
To Cross the Rubicon,,0.0,0.0,0.006854
Angus,"Comedy, Drama, Family, Romance",6.8,24.0,2.25008
Priest Daens,"Drama, History",6.7,15.0,0.755047
Faces,Drama,7.1,36.0,7.918418
Boys,"Romance, Drama, Mystery",5.3,11.0,1.579153
The Quest,"Action, Adventure",5.3,126.0,7.941972
Cosi,"Comedy, Romance",7.1,9.0,0.947007
Sunset Park,Drama,5.1,7.0,1.231692
Mulholland Falls,"Drama, Mystery, Thriller",6.2,73.0,5.79463
The Truth About Cats & Dogs,"Comedy, Romance",5.7,86.0,5.121203
Oliver & Company,"Animation, Comedy, Family",6.5,372.0,10.813579
Celtic Pride,Comedy,4.9,35.0,1.940747
Flipper,"Adventure, Family",5.3,85.0,4.557006
Captives,"Drama, Thriller, Mystery, Romance",6.0,10.0,1.926109
Of Love and Shadows,Drama,4.4,11.0,0.709209
Dead Man,"Drama, Fantasy, Western",7.2,397.0,6.505272
The Horseman on the Roof,"War, Adventure, Drama, Romance",6.7,25.0,1.690768
Switchblade Sisters,"Action, Crime, Drama",6.6,27.0,6.035166
Mouth to Mouth,"Comedy, Foreign",5.5,5.0,1.133409
The Visitors,"Fantasy, Comedy, Science Fiction",7.1,433.0,7.326169
Multiplicity,"Comedy, Fantasy, Science Fiction",5.5,158.0,8.768806
"The Haunted World of Edward D. Wood, Jr.",Documentary,10.0,1.0,0.037443
Two Friends,"Drama, Foreign",0.0,0.0,0.003949
The Craft,"Drama, Fantasy, Horror, Thriller",6.3,388.0,12.860385
The Great White Hype,"Comedy, Drama",5.1,29.0,3.321765
Last Dance,"Drama, Thriller",5.6,9.0,1.196686
Cold Comfort Farm,"Comedy, Drama, Romance",7.0,21.0,1.92386
"Institute Benjamenta, or This Dream People Call Human Life","Animation, Drama",7.7,11.0,0.543042
Heaven's Prisoners,"Drama, Mystery, Thriller",5.0,17.0,9.264679
Original Gangstas,"Action, Drama, Crime, Thriller",5.5,5.0,0.343579
The Rock,"Action, Adventure, Thriller",6.9,1474.0,13.249824
Getting Away with Murder,Comedy,5.5,6.0,0.746662
Cemetery Man,"Fantasy, Drama, Horror, Comedy",7.0,105.0,6.247819
Twister,"Action, Adventure, Drama",6.1,966.0,8.739144
Barb Wire,"Action, Science Fiction",3.9,117.0,5.877599
Le Garçu,Drama,5.0,1.0,0.125882
Honeymoon,Comedy,0.0,0.0,0.652621
Ghost in the Shell,"Action, Animation, Science Fiction",7.8,854.0,10.686166
Thinner,"Horror, Thriller",5.5,125.0,4.856229
Spy Hard,"Action, Comedy",4.9,148.0,8.202057
Brothers in Trouble,"Comedy, Drama",0.0,0.0,0.594716
A Close Shave,"Family, Animation, Comedy",7.5,223.0,6.796858
Force of Evil,"Drama, Action, Crime",6.6,33.0,4.386329
The Stupids,"Comedy, Family",4.2,22.0,1.751457
The Arrival,"Action, Mystery, Science Fiction, Thriller",6.1,200.0,6.497591
The Man from Down Under,"Drama, War",0.0,0.0,0.068254
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama, Comedy, War",8.0,1472.0,9.80398
Careful,"Horror, Comedy, Drama, Fantasy",7.8,4.0,0.160571
A Month by the Lake,"Comedy, Drama, Romance",7.2,7.0,0.851078
Gold Diggers: The Secret of Bear Mountain,Drama,5.8,20.0,5.508101
Kim,"Family, Adventure",7.0,5.0,1.048075
Carmen Miranda: Bananas Is My Business,Documentary,10.0,1.0,0.146287
Ashes of Time,"Drama, Action",7.1,73.0,5.215992
The Jar,,8.0,3.0,0.401531
Maya Lin: A Strong Clear Vision,Documentary,0.0,0.0,0.001608
Stalingrad,"Drama, History, War",7.4,116.0,7.667284
The Phantom,"Adventure, Action",4.7,138.0,8.079541
Striptease,"Drama, Thriller, Crime",4.4,210.0,11.341502
The Last of the High Kings,"Drama, Comedy",5.7,15.0,1.427756
Heavy,"Drama, Romance",7.7,11.0,0.889498
Jack,"Comedy, Drama, Science Fiction",5.9,340.0,6.287245
I Shot Andy Warhol,Drama,6.1,32.0,2.771201
The Grass Harp,"Comedy, Drama, Family",6.1,4.0,0.365418
Someone Else's America,Drama,0.0,0.0,0.099602
Life is Rosy,"Music, Romance",6.5,2.0,0.514363
Quartier Mozart,,5.0,1.0,0.011938
Touki Bouki,"Drama, Romance",7.3,10.0,0.043903
God's Gift,Drama,5.0,1.0,0.049573
Spirits of the Dead,"Drama, Mystery, Horror",5.5,24.0,1.794298
Babyfever,,0.0,0.0,0.001687
Pharaoh's  Army,"Western, Drama, War",6.3,5.0,0.837911
Trainspotting,"Drama, Crime",7.8,2737.0,19.348466
Til There Was You,"Comedy, Romance",3.9,4.0,2.700061
Independence Day,"Action, Adventure, Science Fiction",6.7,3334.0,17.634197
Stealing Beauty,"Drama, Romance",6.6,99.0,6.418805
The Fan,"Drama, Mystery, Thriller",5.7,202.0,12.202063
The Hunchback of Notre Dame,"Drama, Animation, Family",6.8,1182.0,13.553999
The Cable Guy,"Comedy, Drama, Thriller",5.7,603.0,7.586577
Kingpin,Comedy,6.7,248.0,11.633347
Eraser,"Action, Drama, Mystery, Thriller",5.6,553.0,6.919314
The Gate of Heavenly Peace,Documentary,6.7,3.0,0.10705
The Nutty Professor,"Fantasy, Comedy, Romance, Science Fiction",5.4,717.0,9.651581
"I, the Worst of All","Drama, Foreign",6.8,3.0,0.202495
An Unforgettable Summer,"Drama, Romance, War",7.2,6.0,0.826372
A Hungarian Fairy Tale,,0.0,0.0,0.043125
My Life and Times With Antonin Artaud,,8.0,1.0,0.000308
Midnight Dancers,,7.0,1.0,0.05956
Somebody to Love,"Comedy, Drama",5.1,2.0,0.970688
A Very Natural Thing,Drama,6.3,3.0,0.147662
The Old Lady Who Walked in the Sea,Comedy,0.0,0.0,0.573423
Daylight,"Action, Adventure, Thriller",5.8,385.0,11.995799
The Frighteners,"Horror, Comedy",6.7,413.0,12.09096
Lone Star,"Drama, Mystery, Romance",6.9,79.0,9.069963
Harriet the Spy,"Comedy, Drama, Family",5.7,47.0,4.086563
Phenomenon,"Drama, Fantasy, Romance, Science Fiction",6.2,328.0,5.575992
Walking and Talking,"Comedy, Drama, Romance",6.6,8.0,0.913281
She's the One,"Comedy, Romance",5.7,71.0,10.827266
A Time to Kill,"Crime, Drama, Thriller",7.0,522.0,13.309013
American Buffalo,Drama,6.2,9.0,7.031279
Rendezvous in Paris,"Romance, Comedy",6.5,4.0,0.227128
Alaska,Adventure,5.2,32.0,2.318141
Fled,"Action, Comedy, Thriller",5.2,49.0,3.906949
Kazaam,"Fantasy, Comedy, Science Fiction, Family",3.6,60.0,8.962892
Magic Hunter,,6.0,1.0,0.091984
Larger Than Life,"Family, Comedy",5.4,35.0,3.521921
A Boy Called Hate,,6.0,2.0,1.56604
Power 98,"Action, Mystery, Thriller",4.0,1.0,0.926867
Two Deaths,"War, Drama",7.0,2.0,0.145092
A Very Brady Sequel,Comedy,5.8,42.0,9.898696
Stefano Quantestorie,Comedy,6.0,1.0,0.036699
Death in the Garden,"Adventure, Drama",7.4,8.0,1.116063
Hedd Wyn,"War, Drama",6.5,2.0,0.270432
La Collectionneuse,"Drama, Comedy, Romance",6.5,25.0,1.683348
Kaspar Hauser,"Drama, Foreign",6.3,4.0,0.000578
Regular Guys,"Comedy, Foreign",5.2,9.0,1.165202
Diebinnen,Drama,4.0,1.0,0.106345
The Convent,Thriller,6.5,6.0,1.606957
The Adventures of Pinocchio,"Animation, Family, Fantasy",5.0,55.0,7.523528
Joe's Apartment,"Fantasy, Comedy, Music",5.0,87.0,9.490858
The First Wives Club,Comedy,6.5,172.0,10.177303
Stonewall,"Romance, Drama, Comedy",7.2,10.0,0.940228
